Index,
Index Value,
Date,Pacific Decadal Oscillation (PDO)
Mar2013,-1.48
Apr2013,-0.72
May2013,-0.4
Jun2013,-1.19
Jul2013,-1.34
Aug2013,-1.56
Sep2013,-1
Oct2013,-1.65
Nov2013,-1.09
Dec2013,-1.04
Jan2014,-0.57
Feb2014,-0.42
Mar2014,0.3
Apr2014,0.36
May2014,1.27
Jun2014,-0.28
Jul2014,0.25
Aug2014,0.34
Sep2014,0.76
Oct2014,1.43
Nov2014,1.35
Dec2014,1.86
Jan2015,1.5
Feb2015,1.52
Mar2015,1.33
Apr2015,0.89
May2015,0.32
Jun2015,0.81
Jul2015,1.4
Aug2015,0.98
Sep2015,0.96
Oct2015,0.84
Nov2015,0.17
Dec2015,0.28
Jan2016,0.74
Feb2016,1.29
Mar2016,1.55
Apr2016,1.73
May2016,1.6
Jun2016,0.85
Jul2016,0.56
Aug2016,-0.61
Sep2016,-0.81
Oct2016,-0.43
Nov2016,0.96
Dec2016,0.6
Jan2017,-0.05
Feb2017,-0.01
Mar2017,0.1
Apr2017,0.56
May2017,0.45
Jun2017,0.35
Jul2017,-0.43
Aug2017,-0.63
Sep2017,-0.19
Oct2017,-0.68
Nov2017,-0.59
Dec2017,-0.03
Jan2018,0.4
Feb2018,-0.07
Mar2018,-0.71
Apr2018,-0.81
May2018,-0.45
Jun2018,-0.65
Jul2018,-0.01
Aug2018,-0.21
Sep2018,-0.35
Oct2018,-0.57
Nov2018,-0.69
Dec2018,-0.2
Jan2019,-0.34
Feb2019,-0.72
Mar2019,-0.34
Apr2019,0.1
May2019,0.27
Jun2019,-0.05
Jul2019,0.55
Aug2019,0.01
Sep2019,0.13
Oct2019,-0.89
Nov2019,-0.49
Dec2019,0
Jan2020,-1.41
Feb2020,-1.48
Mar2020,-1.75
Apr2020,-1.32
May2020,-0.52
Jun2020,-0.76
Jul2020,-0.91
Aug2020,-1.32
Sep2020,-1.04
Oct2020,-0.62
Nov2020,-1.58
Dec2020,-0.99
Jan2021,-0.61
Feb2021,-1.1
Mar2021,-1.68
Apr2021,-1.85
May2021,-2.01
Jun2021,-1.81
Jul2021,-1.94
Aug2021,-0.93
Sep2021,-1.96
Oct2021,-3.11
Nov2021,-2.73
Dec2021,-2.71
Jan2022,-2.4
Feb2022,-1.92
Mar2022,-1.68
Apr2022,-2.06
