Index,
MEI,
Date,Multivariate ENSO
Jul2001,-0.02
Aug2001,0.23
Sep2001,-0.09
Oct2001,-0.28
Nov2001,-0.36
Dec2001,-0.07
Jan2002,-0.07
Feb2002,-0.41
Mar2002,-0.26
Apr2002,-0.36
May2002,-0.06
Jun2002,0.42
Jul2002,0.39
Aug2002,0.81
Sep2002,0.74
Oct2002,0.72
Nov2002,0.72
Dec2002,0.79
Jan2003,0.7
Feb2003,0.56
Mar2003,0.57
Apr2003,-0.04
May2003,-0.51
Jun2003,-0.22
Jul2003,-0.07
Aug2003,-0.04
Sep2003,0.14
Oct2003,0.3
Nov2003,0.36
Dec2003,0.18
Jan2004,0.12
Feb2004,-0.15
Mar2004,-0.5
Apr2004,-0.29
May2004,-0.38
Jun2004,-0.05
Jul2004,0.37
Aug2004,0.69
Sep2004,0.51
Oct2004,0.3
Nov2004,0.44
Dec2004,0.49
Jan2005,0.1
Feb2005,0.56
Mar2005,0.75
Apr2005,0.13
May2005,0.14
Jun2005,0.14
Jul2005,-0.08
Aug2005,-0.03
Sep2005,-0.08
Oct2005,-0.8
Nov2005,-0.8
Dec2005,-0.72
Jan2006,-0.67
Feb2006,-0.5
Mar2006,-0.58
Apr2006,-0.77
May2006,-0.3
Jun2006,-0.06
Jul2006,0.15
Aug2006,0.57
Sep2006,0.63
Oct2006,0.62
Nov2006,0.83
Dec2006,0.56
Jan2007,0.61
Feb2007,0.46
Mar2007,-0.13
Apr2007,-0.47
May2007,-0.65
Jun2007,-0.98
Jul2007,-0.65
Aug2007,-0.9
Sep2007,-1.15
Oct2007,-1.19
Nov2007,-1.19
Dec2007,-1.27
Jan2008,-1.12
Feb2008,-1.24
Mar2008,-1.57
Apr2008,-1.27
May2008,-0.96
Jun2008,-0.81
Jul2008,-0.94
Aug2008,-0.99
Sep2008,-1.01
Oct2008,-1.15
Nov2008,-1.13
Dec2008,-1.08
Jan2009,-0.99
Feb2009,-0.88
Mar2009,-0.89
Apr2009,-0.68
May2009,-0.63
Jun2009,0.25
Jul2009,0.58
Aug2009,0.54
Sep2009,0.41
Oct2009,0.61
Nov2009,1.18
Dec2009,1.06
Jan2010,1.03
Feb2010,1.34
Mar2010,1.28
Apr2010,0.42
May2010,-0.47
Jun2010,-1.7
Jul2010,-2.45
Aug2010,-2.45
Sep2010,-2.41
Oct2010,-2.21
Nov2010,-2.08
Dec2010,-1.94
Jan2011,-1.86
Feb2011,-1.64
Mar2011,-1.82
Apr2011,-1.86
May2011,-1.35
Jun2011,-1.13
Jul2011,-0.87
Aug2011,-0.89
Sep2011,-1.18
Oct2011,-1.43
Nov2011,-1.33
Dec2011,-1.24
Jan2012,-1.12
Feb2012,-0.71
Mar2012,-0.56
Apr2012,-0.48
May2012,-0.4
Jun2012,-0.14
Jul2012,0.37
Aug2012,0.03
Sep2012,-0.27
Oct2012,-0.25
Nov2012,-0.17
Dec2012,0
Jan2013,0
Feb2013,-0.04
Mar2013,-0.17
Apr2013,-0.44
May2013,-0.87
Jun2013,-1.11
Jul2013,-0.79
Aug2013,-0.46
Sep2013,-0.37
Oct2013,-0.2
Nov2013,-0.16
Dec2013,-0.26
Jan2014,-0.49
Feb2014,-0.45
Mar2014,-0.19
Apr2014,-0.24
May2014,-0.26
Jun2014,-0.02
Jul2014,0.39
Aug2014,0.21
Sep2014,-0.09
Oct2014,0.04
Nov2014,0.3
Dec2014,0.32
Jan2015,0.17
Feb2015,-0.04
Mar2015,0.06
Apr2015,0.52
May2015,1.22
Jun2015,1.74
Jul2015,1.66
Aug2015,1.85
Sep2015,2.14
Oct2015,2.12
Nov2015,1.87
Dec2015,1.94
Jan2016,1.9
Feb2016,1.75
Mar2016,1.3
Apr2016,1.23
May2016,1.15
Jun2016,0.16
Jul2016,-0.51
Aug2016,-0.21
Sep2016,-0.28
Oct2016,-0.47
Nov2016,-0.3
Dec2016,-0.16
Jan2017,-0.23
Feb2017,-0.25
Mar2017,-0.47
Apr2017,-0.36
May2017,-0.1
Jun2017,-0.57
Jul2017,-0.86
Aug2017,-0.89
Sep2017,-0.84
Oct2017,-0.62
Nov2017,-0.54
Dec2017,-0.68
Jan2018,-0.76
Feb2018,-0.75
Mar2018,-0.92
Apr2018,-1.35
May2018,-0.89
Jun2018,-0.61
Jul2018,-0.34
Aug2018,0.13
Sep2018,0.49
Oct2018,0.38
Nov2018,0.19
Dec2018,0.13
Jan2019,0.04
Feb2019,0.46
Mar2019,0.71
Apr2019,0.29
May2019,0.2
Jun2019,0.28
Jul2019,0.2
Aug2019,0.26
Sep2019,0.13
Oct2019,0.22
Nov2019,0.44
Dec2019,0.4
Jan2020,0.22
Feb2020,0.13
Mar2020,0.09
Apr2020,-0.14
May2020,-0.36
Jun2020,-0.87
Jul2020,-0.88
Aug2020,-0.94
Sep2020,-1.21
Oct2020,-1.19
Nov2020,-1.14
Dec2020,-1.16
Jan2021,-1.18
Feb2021,-0.93
Mar2021,-0.81
Apr2021,-1.04
May2021,-1.16
Jun2021,-1.29
Jul2021,-1.53
Aug2021,-1.35
Sep2021,-1.45
Oct2021,-1.5
Nov2021,-1.43
Dec2021,-1.19
Jan2022,-1.06
Feb2022,-0.96
Mar2022,-1.28
Apr2022,-1.76
May2022,-1.88
Jun2022,-2.07
Jul2022,-2.1
Aug2022,-1.79
Sep2022,-1.76
Oct2022,-1.71
Nov2022,-1.48
Dec2022,-1.25
Jan2023,-1.11
Feb2023,-0.81
